"Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Owns_House","Property_Area","Loan_Status"
0,0,1,1,3177,32789,525,120,1,"Urban",0
0,0,1,0,13226,14812,163,240,1,"Semiurban",0
0,0,1,1,15231,37329,375,60,1,"Semiurban",0
1,3,0,1,52426,3305,671,360,1,"Urban",1
1,1,0,1,55147,28843,581,180,1,"Urban",0
1,2,1,0,17082,40538,279,120,0,"Semiurban",0
0,2,1,1,19175,31394,437,60,1,"Rural",0
1,2,0,0,17133,9733,354,300,1,"Rural",0
0,2,1,0,65877,8612,125,240,1,"Urban",1
1,3,1,0,25427,44504,314,60,0,"Rural",0
0,3,1,0,NA,4436,364,180,1,"Rural",0
1,1,1,1,17837,39865,677,120,1,"Urban",0
0,2,1,0,13546,26559,564,360,0,"Rural",0
1,0,1,1,187480,39582,572,360,1,"Semiurban",0
1,3,0,0,70089,8314,310,300,1,"Urban",1
0,1,1,1,63029,41393,418,300,0,"Semiurban",0
0,1,1,1,28241,16335,131,300,1,"Rural",1
1,3,0,1,64445,22715,686,120,1,"Semiurban",1
0,0,0,1,5469,4165,279,360,1,"Semiurban",0
1,0,0,1,52067,40805,695,360,1,"Semiurban",1
0,2,0,1,4474,31037,647,300,1,"Semiurban",0
1,3,1,1,51554,14772,347,300,1,"Semiurban",1
0,0,0,1,34109,17999,604,240,1,"Urban",1
1,3,1,1,25861,15505,330,360,0,"Urban",1
1,1,0,1,36105,22388,517,300,0,"Semiurban",0
1,1,0,0,60612,36576,579,300,1,"Semiurban",1
0,1,0,1,74500,543780,457,300,1,"Rural",1
1,3,1,1,38596,46461,272,60,1,"Urban",1
0,2,0,1,4336,47094,64,240,1,"Urban",0
0,2,0,0,46316,14515,595,360,0,"Rural",0
0,0,0,0,50917,33303,229,360,1,"Rural",1
1,3,1,1,37435,33890,51,360,0,"Urban",0
0,2,1,1,69748,39857,200,240,0,"Rural",0
0,3,0,0,5768,21597,159,120,0,"Urban",1
0,2,1,1,67077,14103,356,240,1,"Semiurban",0
1,1,0,1,30634,36302,446,60,1,"Urban",1
0,1,1,0,57928,17042,667,180,1,"Rural",1
0,0,0,0,52596,31004,63,60,0,"Urban",0
0,1,1,1,56533,48149,322,240,1,"Semiurban",1
0,2,0,1,39444,14337,427,180,1,"Semiurban",1
1,0,1,1,21211,30668,256,60,1,"Urban",1
1,0,1,0,25669,27683,668,300,1,"Semiurban",1
0,1,0,1,57711,7218,296,180,1,"Semiurban",1
0,3,0,1,73047,42126,436,240,1,"Urban",1
0,1,1,0,58480,37759,124,120,0,"Semiurban",0
0,1,0,1,36453,13794,92,360,0,"Urban",0
1,0,0,1,36452,42931,182,240,1,"Semiurban",1
1,1,0,1,50769,5397,480,360,0,"Rural",0
1,2,0,1,11532,496660,485,60,0,"Urban",0
1,0,1,0,15891,45031,105,180,1,"Rural",1
0,1,0,0,66246,34772,257,300,1,"Rural",1
0,3,1,0,36501,29529,153,300,0,"Rural",0
1,2,1,1,94960,2733,513,240,0,"Semiurban",0
1,3,0,1,18154,NA,519,180,0,"Urban",0
0,2,0,1,61475,40718,629,180,0,"Urban",0
0,3,1,1,8450,22425,299,360,0,"Rural",0
0,1,0,0,40403,39119,652,60,0,"Rural",0
0,2,0,1,49791,33575,452,60,0,"Semiurban",0
0,0,1,1,30289,48828,75,180,0,"Urban",0
1,0,1,1,58679,33125,59,120,0,"Urban",1
1,3,1,0,26109,7311,659,300,1,"Semiurban",0
0,3,0,1,46439,35169,663,60,0,"Urban",0
0,3,0,1,27415,34042,546,120,0,"Rural",0
1,2,1,1,13181,45431,459,60,1,"Rural",1
0,0,1,1,73246,387560,185,120,0,"Urban",1
1,1,0,1,31395,15604,270,360,1,"Rural",1
1,2,0,0,37209,16401,593,180,0,"Urban",0
1,3,0,1,38158,35531,326,360,0,"Urban",1
1,0,1,1,69920,6628,145,60,1,"Semiurban",1
0,3,0,1,21540,5121,488,300,1,"Semiurban",1
0,1,0,1,7396,27573,557,360,0,"Urban",0
1,1,1,1,4391,524790,664,60,1,"Rural",1
0,0,0,0,59574,41525,236,120,0,"Semiurban",0
0,2,1,1,19652,25928,86,360,0,"Rural",0
0,1,0,0,12716,32398,259,180,1,"Urban",0
0,1,1,0,18568,34239,464,360,1,"Rural",0
1,1,1,1,11669,3163,180,180,1,"Urban",0
0,1,1,1,72807,48647,147,120,0,"Rural",0
1,3,0,0,52390,21755,492,180,0,"Urban",0
1,3,0,1,26386,49069,594,180,1,"Semiurban",1
0,2,0,0,27152,41571,85,60,1,"Semiurban",0
1,0,0,0,17434,25638,564,180,0,"Rural",0
0,0,1,1,32000,41395,692,60,1,"Rural",1
0,0,0,1,30973,25223,269,180,0,"Semiurban",0
1,1,0,0,40861,10601,411,300,0,"Semiurban",1
0,3,1,1,9438,4017,77,240,1,"Urban",0
1,3,1,0,15729,2609,587,60,0,"Semiurban",0
1,2,1,0,29407,32850,571,300,1,"Urban",0
0,0,1,1,45711,34557,158,360,0,"Semiurban",0
0,3,0,0,58850,46787,657,300,1,"Urban",1
0,2,1,0,17172,42010,230,300,0,"Urban",0
1,0,0,0,72078,5708,259,180,1,"Urban",1
0,1,0,0,18529,7973,391,360,1,"Rural",1
1,3,1,0,43281,28414,98,360,0,"Urban",0
1,3,1,0,69644,36884,522,120,1,"Semiurban",1
0,0,1,1,61235,349130,378,180,1,"Semiurban",1
0,1,1,0,69760,183560,605,300,0,"Semiurban",0
0,1,1,0,15876,46009,285,120,1,"Urban",0
1,3,0,1,59680,38294,490,120,1,"Rural",1
0,0,1,1,18097,797,170,60,0,"Urban",0
1,2,0,1,5859,35294,297,300,1,"Rural",0
0,3,1,0,27877,31582,568,360,0,"Rural",0
0,1,0,1,17628,21135,69,180,1,"Semiurban",0
1,2,0,0,11300,49914,552,180,0,"Semiurban",0
1,0,0,0,5412,41577,413,300,1,"Semiurban",0
0,1,1,0,NA,12072,538,180,1,"Urban",0
0,2,1,0,62484,37574,249,240,0,"Semiurban",0
0,3,1,1,8804,12624,452,120,1,"Semiurban",1
0,1,0,0,56675,20247,294,120,1,"Urban",1
0,0,0,0,15392,15507,532,240,0,"Urban",0
1,1,1,0,23029,17151,625,180,0,"Rural",0
1,3,1,0,68263,32315,66,360,0,"Rural",0
1,0,0,0,30097,47922,88,60,1,"Urban",1
1,3,0,0,65524,31104,344,240,1,"Urban",1
0,2,1,1,19395,21985,88,240,0,"Rural",0
1,1,1,1,25993,30298,236,120,1,"Semiurban",1
1,3,1,0,65088,35953,358,360,0,"Rural",0
1,2,0,0,63610,17461,411,360,0,"Semiurban",0
0,0,0,0,20258,44219,511,180,0,"Rural",1
1,0,1,0,10303,11802,280,360,1,"Semiurban",1
0,2,1,0,73186,42735,299,180,1,"Rural",1
1,2,1,1,15177,31311,51,300,1,"Semiurban",0
0,0,1,0,16747,13501,524,240,0,"Rural",1
1,3,1,1,24823,11070,231,60,1,"Urban",0
0,2,0,1,14963,34658,51,60,1,"Rural",0
1,3,1,1,27928,1626,219,240,0,"Urban",1
0,0,0,1,770230,11810,319,180,1,"Rural",1
0,3,0,1,13038,39414,356,180,0,"Urban",0
1,3,0,0,70926,28860,98,180,0,"Rural",0
0,2,0,0,6438,30460,471,240,0,"Rural",0
0,3,0,0,38151,29541,334,180,1,"Urban",1
1,3,0,0,39135,NA,429,240,1,"Urban",0
1,3,0,1,9167,37812,553,60,0,"Urban",0
0,0,0,1,211720,28823,605,240,0,"Semiurban",1
1,0,1,0,54303,45977,621,60,0,"Rural",1
1,1,1,1,33360,42088,248,120,1,"Semiurban",1
1,0,1,0,69310,11630,158,60,1,"Semiurban",1
0,0,1,1,NA,42075,114,120,1,"Semiurban",1
0,1,1,1,68478,10100,402,300,1,"Semiurban",1
0,1,0,1,50445,29103,147,300,0,"Urban",0
0,2,0,1,39698,34096,178,60,0,"Urban",1
0,2,0,0,30256,4123,317,360,0,"Semiurban",1
0,0,0,1,37207,34079,458,180,0,"Semiurban",0
0,3,0,0,28151,37218,136,60,1,"Urban",1
1,2,1,0,57236,12230,650,60,0,"Urban",0
0,2,1,1,41278,11807,443,240,1,"Semiurban",1
0,0,0,0,52221,35493,499,360,1,"Semiurban",1
1,3,1,0,50350,34951,520,120,0,"Urban",0
1,1,1,0,29952,15427,691,240,1,"Urban",0
1,1,1,0,13937,153,693,60,0,"Rural",0
0,0,1,1,497020,815,159,360,1,"Rural",0
1,0,1,1,42496,1119,343,60,0,"Rural",0
0,3,0,1,NA,18539,264,120,0,"Rural",0
0,0,1,1,61720,37933,361,300,1,"Semiurban",1
0,0,1,0,27985,1209,253,180,0,"Urban",0
1,0,0,0,22391,22812,477,180,1,"Semiurban",1
1,3,0,1,60295,33874,585,360,0,"Rural",1
0,0,0,1,24993,14985,142,120,1,"Rural",0
0,2,0,0,45639,NA,77,360,0,"Semiurban",0
0,3,0,1,32720,27372,367,120,1,"Semiurban",1
1,2,0,0,12906,38032,448,120,1,"Urban",1
0,3,0,1,66820,12565,315,180,0,"Rural",1
1,2,0,0,66238,27235,334,300,1,"Rural",1
0,3,1,0,54489,1037,112,300,0,"Semiurban",1
1,1,0,1,6193,3333,648,240,0,"Urban",0
0,0,0,1,43986,16797,568,120,1,"Semiurban",1
1,0,1,1,63481,43501,69,180,0,"Semiurban",0
1,3,0,0,8220,28718,397,120,1,"Semiurban",0
1,2,0,1,22357,7904,99,60,0,"Rural",1
1,1,0,1,42299,34707,238,240,1,"Urban",1
1,2,0,1,22549,17039,116,60,1,"Semiurban",1
1,0,1,1,20474,15555,414,180,0,"Semiurban",0
0,0,1,1,60593,7457,251,120,1,"Urban",1
0,2,0,0,3141,31488,148,300,1,"Rural",0
0,3,1,1,23694,500040,209,300,0,"Semiurban",0
0,3,1,1,NA,18863,77,240,1,"Semiurban",0
1,2,1,1,5690,25923,515,60,0,"Rural",0
0,0,1,1,48056,22305,247,300,1,"Rural",1
1,2,1,0,63424,31675,258,120,0,"Rural",0
1,0,1,0,24320,48556,486,240,1,"Semiurban",1
1,2,0,1,70963,42276,315,60,0,"Rural",0
0,3,0,1,28419,NA,540,360,0,"Semiurban",0
1,1,1,1,43832,5203,458,240,0,"Rural",0
0,0,1,0,38983,30068,306,300,1,"Semiurban",1
0,1,1,0,25365,31767,385,180,1,"Rural",1
0,3,0,1,6911,36826,282,240,1,"Semiurban",1
0,2,0,0,3649,37772,122,120,0,"Urban",0
0,3,0,0,57688,40783,62,60,1,"Rural",1
1,1,0,0,29469,16699,632,240,0,"Rural",0
1,3,0,0,46346,32293,554,300,1,"Urban",1
0,3,0,0,43884,274470,50,240,1,"Semiurban",1
1,2,1,0,20677,22425,208,120,1,"Urban",0
0,1,0,1,63390,18645,558,120,0,"Urban",0
1,1,0,0,71249,NA,532,300,1,"Semiurban",1
1,1,0,1,65635,34282,265,120,1,"Rural",1
1,0,1,0,66734,33876,244,300,1,"Rural",1
1,3,0,1,15164,47488,361,240,1,"Rural",0
1,1,1,0,56184,21507,452,240,1,"Urban",1
1,3,1,1,70082,3185,53,360,0,"Semiurban",0
1,2,0,1,38374,17622,591,300,1,"Rural",1
1,2,0,0,32580,NA,155,180,0,"Semiurban",0
1,0,0,1,59792,35692,171,300,0,"Urban",0
1,0,1,1,26318,6796,316,240,0,"Rural",0
1,2,0,0,17627,274230,290,60,0,"Urban",1
1,1,1,1,74614,27007,102,240,1,"Semiurban",1
1,2,1,0,NA,48121,173,120,1,"Rural",1
0,3,0,1,17444,27470,137,360,0,"Rural",0
1,0,0,1,42873,47620,359,180,0,"Rural",1
1,0,0,0,20747,30846,606,360,1,"Rural",0
1,2,1,1,12229,13909,625,300,0,"Urban",0
1,1,0,1,70626,34698,62,60,0,"Urban",0
1,1,1,0,60804,27692,258,300,0,"Semiurban",1
1,3,0,0,51229,47049,484,240,1,"Rural",1
0,0,1,0,35368,17006,101,120,1,"Semiurban",1
0,2,0,1,13944,18721,156,180,0,"Urban",0
0,2,0,1,34752,10122,570,60,1,"Semiurban",1
1,0,1,0,35916,34026,673,120,1,"Urban",1
1,2,1,1,23817,4501,169,180,1,"Rural",1
1,0,0,1,73634,7840,116,60,1,"Semiurban",1
0,1,1,1,4133,46584,131,360,1,"Rural",1
1,1,1,1,59707,7289,677,240,1,"Urban",1
1,2,1,1,31670,10160,163,120,0,"Semiurban",0
0,1,1,0,58162,18407,694,300,0,"Semiurban",0
0,1,0,0,50724,7190,672,240,1,"Rural",1
1,3,1,1,55837,10436,503,180,1,"Rural",1
1,0,0,1,38974,44549,281,60,1,"Rural",1
1,0,0,1,4109,28979,620,240,1,"Semiurban",0
1,2,0,0,31755,24920,611,300,0,"Urban",1
0,0,1,0,27802,36440,365,300,0,"Rural",1
1,3,0,0,67771,11260,524,180,1,"Rural",1
1,2,0,0,46899,18297,420,240,1,"Urban",0
0,2,0,0,44972,2445,664,120,0,"Semiurban",0
1,0,0,1,71642,8976,582,240,0,"Semiurban",0
1,1,0,1,39704,17871,307,300,1,"Urban",1
0,1,1,1,55958,21275,478,60,0,"Rural",1
0,1,0,1,45491,28424,549,180,1,"Semiurban",0
1,1,1,0,11495,14971,643,360,1,"Rural",0
0,3,0,1,68181,449,59,360,1,"Rural",1
0,2,0,1,51112,15107,474,60,1,"Urban",1
1,1,1,1,16097,34195,626,240,1,"Semiurban",1
0,3,1,1,24532,2595,561,300,0,"Urban",0
1,2,0,0,34110,5765,366,240,0,"Semiurban",0
1,0,0,0,51543,34880,679,180,0,"Rural",0
1,0,0,1,54084,44268,183,120,0,"Rural",1
1,3,0,1,43702,9137,67,360,0,"Semiurban",0
0,2,0,1,65348,14271,396,240,0,"Semiurban",0
1,1,1,1,27717,17410,417,300,1,"Rural",0
1,2,0,0,58941,9715,217,60,0,"Rural",0
1,1,0,0,64295,3692,66,360,1,"Urban",1
1,3,1,1,46252,3049,571,360,1,"Rural",1
0,1,1,1,52917,27897,556,120,0,"Rural",1
0,3,0,0,24399,27882,523,240,0,"Semiurban",0
0,2,1,0,5496,23968,592,120,1,"Urban",0
1,2,1,1,33985,39866,355,300,0,"Urban",0
0,1,1,1,24434,48378,428,300,1,"Semiurban",0
0,2,0,1,41178,296360,389,240,1,"Semiurban",1
1,1,0,0,413100,47171,200,360,1,"Urban",1
0,2,0,0,16390,28750,94,180,1,"Semiurban",0
1,0,1,0,51577,11590,256,120,0,"Semiurban",0
0,1,0,0,54933,43374,471,360,1,"Urban",0
0,3,0,0,18479,32451,188,60,1,"Semiurban",1
0,0,1,1,31224,28354,441,300,1,"Semiurban",1
0,3,0,1,53351,19990,433,300,1,"Urban",1
1,2,1,1,19173,6669,498,360,0,"Urban",0
1,0,1,1,42800,16773,252,360,1,"Semiurban",1
0,2,1,0,30424,15648,59,60,1,"Rural",0
1,1,1,1,25707,4616,399,300,1,"Rural",1
0,3,0,0,73224,9867,125,120,1,"Semiurban",1
0,2,0,0,15854,42737,266,120,1,"Semiurban",0
0,3,0,1,6681,252,341,360,1,"Rural",0
0,3,1,1,24613,32482,53,240,0,"Urban",0
0,2,0,1,22879,8052,427,300,0,"Rural",1
0,1,0,1,9078,19550,655,180,0,"Rural",0
1,3,1,1,48461,42674,87,300,1,"Urban",0
1,2,1,1,55314,43010,637,120,0,"Semiurban",0
0,1,0,0,30941,33463,344,120,0,"Urban",0
1,2,1,0,4416,22307,138,180,0,"Semiurban",0
0,1,0,0,28425,43532,324,120,0,"Semiurban",0
1,3,1,1,11507,7865,563,180,0,"Rural",0
1,0,1,0,63587,44628,199,120,0,"Urban",0
1,2,0,1,16573,12705,655,60,1,"Semiurban",0
0,3,1,1,61851,46057,362,180,1,"Urban",1
1,2,1,0,31698,31786,149,240,0,"Semiurban",0
0,2,1,0,45478,37422,308,300,1,"Urban",1
0,1,0,1,64494,13218,328,120,0,"Urban",1
0,2,0,1,21318,44237,53,360,0,"Semiurban",0
1,1,0,0,41719,24273,461,180,1,"Urban",1
1,3,1,0,72880,29792,639,180,0,"Semiurban",0
1,2,1,0,42102,164420,375,180,0,"Semiurban",0
0,3,1,0,22006,43874,568,120,1,"Urban",0
0,0,1,0,12048,15507,50,300,1,"Rural",1
1,3,0,0,NA,46151,649,360,1,"Urban",0
0,2,0,1,20909,10456,467,180,1,"Semiurban",0
1,0,1,0,34335,43840,229,180,0,"Semiurban",0
1,1,0,1,37184,11899,59,180,0,"Semiurban",0
1,0,0,1,63823,32244,424,60,1,"Urban",1
1,2,0,0,NA,48989,695,180,1,"Rural",1
0,2,1,0,70330,23584,501,360,0,"Rural",0
1,3,0,0,30641,11020,159,180,0,"Semiurban",0
1,1,0,1,71256,32983,174,60,0,"Semiurban",0
1,2,0,1,9826,192510,481,360,0,"Rural",0
1,2,0,0,42563,6244,350,360,1,"Semiurban",1
1,1,0,0,55828,32947,152,180,0,"Semiurban",0
1,1,1,1,9369,48460,672,240,1,"Semiurban",1
1,3,0,1,44312,40423,119,360,0,"Semiurban",0
0,0,0,0,8826,16760,159,240,1,"Rural",0
0,1,1,0,5192,8045,273,360,0,"Rural",0
0,2,0,0,22920,18211,273,60,1,"Rural",1
0,1,1,1,26683,24156,680,120,1,"Urban",0
1,2,1,1,28692,23961,263,180,1,"Rural",1
0,3,1,0,12409,44186,597,120,1,"Semiurban",0
0,0,1,0,17795,18711,392,360,1,"Urban",0
0,3,0,0,62572,26078,406,120,0,"Semiurban",1
1,1,0,1,24735,13510,488,180,0,"Semiurban",0
0,2,1,1,47036,29520,305,180,0,"Urban",0
0,1,0,1,56387,25328,531,360,0,"Semiurban",0
1,1,1,0,15021,23968,453,360,0,"Semiurban",0
0,1,0,0,72650,24825,91,240,0,"Urban",0
1,1,0,0,761200,48017,437,300,0,"Rural",0
0,0,1,1,12740,7272,78,120,1,"Semiurban",0
1,2,0,1,58554,35588,252,240,1,"Rural",1
0,1,1,1,16319,37504,610,120,0,"Semiurban",0
0,2,0,0,8242,39238,376,180,1,"Semiurban",0
0,0,0,0,49169,25465,103,360,1,"Semiurban",1
1,2,0,1,66711,46883,539,120,1,"Urban",1
0,2,1,0,32407,44962,466,300,1,"Rural",1
1,0,1,0,56504,30642,409,180,0,"Semiurban",1
1,1,1,1,24312,6520,598,60,0,"Rural",0
1,2,0,1,15988,NA,254,180,0,"Semiurban",0
1,3,1,1,69234,44046,329,240,0,"Urban",0
0,2,1,1,68973,49027,104,300,1,"Rural",1
0,1,1,1,18995,19127,272,180,0,"Urban",0
0,3,0,0,12876,4576,157,300,1,"Rural",1
1,1,0,1,21537,7183,651,360,0,"Rural",0
0,2,0,0,58160,10814,558,60,1,"Rural",1
1,0,0,0,8278,313520,55,300,1,"Semiurban",0
1,1,1,1,NA,48406,556,240,1,"Urban",0
1,1,0,1,13031,11596,220,240,1,"Semiurban",0
0,0,1,0,65745,15544,317,120,0,"Semiurban",0
0,2,0,0,54866,291390,242,60,0,"Urban",0
1,1,1,0,69883,35864,229,360,1,"Rural",1
0,2,1,1,73544,24574,119,360,0,"Urban",1
0,2,0,0,58237,1085,79,300,0,"Semiurban",0
1,2,1,1,27553,30689,168,240,0,"Semiurban",0
1,0,1,1,7868,36497,559,240,1,"Rural",0
0,2,1,0,6960,20712,509,240,1,"Semiurban",1
1,2,1,1,66953,1487,687,360,1,"Semiurban",1
1,3,0,0,12944,8540,507,240,1,"Semiurban",0
0,3,0,0,71041,40221,616,120,1,"Semiurban",1
0,3,1,1,57248,24989,88,180,1,"Semiurban",1
1,1,0,1,26759,15955,311,240,1,"Semiurban",0
0,1,1,0,21121,27029,233,120,1,"Urban",0
1,3,1,1,48129,44412,569,120,1,"Semiurban",1
1,0,0,1,53189,40105,577,180,0,"Rural",0
0,0,1,0,NA,46369,435,360,1,"Rural",1
1,3,0,1,8760,7102,625,240,0,"Urban",0
1,1,1,0,36126,1009,302,60,1,"Semiurban",0
1,1,0,0,33961,20766,60,120,1,"Urban",1
0,0,0,1,36844,23089,649,120,0,"Urban",0
0,2,1,0,17088,8973,260,180,1,"Rural",1
0,0,0,1,10236,3079,565,60,1,"Rural",0
1,2,1,0,57967,20836,692,120,1,"Urban",1
1,1,0,1,54454,12167,409,240,1,"Semiurban",1
0,1,1,0,48060,2186,117,360,1,"Rural",1
0,3,0,0,45564,44279,476,120,0,"Semiurban",0
0,1,0,1,36843,46620,58,360,0,"Semiurban",0
1,2,0,1,23432,9398,586,120,0,"Urban",1
0,0,1,1,17433,4518,626,120,0,"Urban",1
1,3,0,1,30808,45452,665,240,0,"Semiurban",1
0,2,1,1,39245,49456,115,360,0,"Rural",0
1,0,0,1,65222,36222,222,60,0,"Rural",1
1,0,0,1,27902,110820,71,300,0,"Rural",0
0,0,1,1,17702,38117,91,240,0,"Rural",1
1,1,0,1,67211,33618,253,360,1,"Semiurban",1
0,0,1,0,47185,22111,204,360,1,"Rural",1
1,1,1,1,48707,NA,572,360,0,"Rural",1
1,0,1,0,5416,19939,511,300,0,"Urban",0
0,0,1,1,35671,48819,127,240,0,"Rural",0
1,1,1,1,70678,7540,153,300,0,"Urban",0
0,1,0,0,3207,19533,327,120,1,"Rural",0
0,2,1,0,53790,47430,698,180,1,"Urban",1
0,0,0,1,24511,3347,106,300,0,"Semiurban",0
1,1,1,0,27711,48479,388,120,1,"Rural",1
1,2,1,1,51014,NA,323,300,1,"Urban",1
1,2,0,0,28746,29877,482,360,1,"Rural",0
0,1,0,1,NA,16888,659,180,1,"Semiurban",1
0,0,1,0,33392,29278,440,180,0,"Semiurban",0
1,2,1,1,47531,7765,391,60,1,"Semiurban",0
1,0,0,0,25759,30084,309,120,0,"Semiurban",0
0,0,0,1,64586,36174,223,60,1,"Rural",1
1,2,1,0,48772,43664,244,300,1,"Semiurban",1
0,1,1,1,13797,31991,490,300,1,"Rural",0
1,0,1,1,62727,44724,321,300,0,"Semiurban",0
0,3,0,1,52269,47634,356,120,1,"Rural",1
1,1,1,0,45500,5257,357,300,0,"Semiurban",0
1,2,0,0,22986,34347,698,180,1,"Semiurban",0
0,3,0,0,21320,49072,644,180,0,"Urban",0
0,0,1,0,39951,49465,605,240,0,"Semiurban",0
0,1,1,0,43694,37083,256,300,0,"Rural",0
1,3,0,1,45612,35455,166,300,0,"Urban",1
0,1,1,0,56723,38291,54,60,1,"Semiurban",1
0,0,1,1,41569,9910,548,180,0,"Semiurban",0
1,1,0,1,56542,30604,675,180,1,"Urban",1
0,3,1,1,24199,20883,350,360,1,"Rural",1
0,1,0,1,74036,28202,474,360,0,"Urban",0
0,2,0,1,32666,31656,139,240,0,"Urban",0
1,2,1,0,8402,24111,77,180,0,"Semiurban",0
1,3,0,1,40549,41783,593,240,0,"Rural",0
1,1,0,0,18515,37083,266,300,1,"Rural",0
0,3,1,1,67598,35182,120,300,1,"Urban",1
1,1,0,1,15099,13271,79,180,0,"Urban",0
0,0,1,0,25097,38574,305,120,0,"Semiurban",0
0,2,0,0,73719,49139,445,240,0,"Semiurban",0
0,0,0,1,56366,27679,570,120,1,"Urban",1
1,1,0,1,23463,11258,372,300,1,"Urban",1
1,0,0,1,52094,1759,419,60,0,"Rural",0
0,3,0,0,19696,35893,205,240,1,"Urban",1
0,3,0,0,11354,28628,263,300,1,"Semiurban",1
1,1,0,1,20912,346750,132,360,0,"Urban",0
1,2,1,0,48348,18665,454,180,1,"Rural",1
1,3,0,0,24880,37997,662,360,1,"Rural",0
0,2,1,0,73304,11226,59,240,0,"Rural",0
1,1,0,0,26951,47982,329,360,1,"Rural",0
1,2,0,0,36166,17507,330,60,0,"Rural",1
1,1,1,0,58782,5831,139,240,0,"Semiurban",0
0,0,1,0,63930,1234,178,120,0,"Rural",0
1,1,1,1,20431,40338,358,180,0,"Semiurban",1
0,0,0,0,21326,5956,534,120,1,"Semiurban",1
0,1,1,0,30706,49826,156,60,0,"Rural",0
0,3,0,1,36007,27278,554,300,0,"Rural",0
1,3,0,0,42232,18689,332,180,1,"Semiurban",1
1,2,1,0,36439,1268,156,360,1,"Semiurban",1
1,1,0,0,54771,21481,204,240,1,"Rural",1
0,1,1,0,27303,19605,281,180,0,"Semiurban",1
1,1,1,1,NA,21103,498,300,0,"Urban",1
0,2,1,0,60745,4194,429,120,1,"Urban",1
1,3,1,1,54258,29798,382,300,1,"Semiurban",1
1,1,0,0,23532,28370,645,360,1,"Semiurban",0
1,2,0,0,12334,28654,125,240,0,"Semiurban",1
1,1,1,0,40892,10251,310,240,1,"Urban",1
0,0,1,0,31484,17633,386,360,0,"Semiurban",1
0,1,0,1,31831,4029,279,240,0,"Rural",0
0,0,0,1,26665,2860,270,180,1,"Urban",1
0,2,1,1,32205,3513,447,180,0,"Semiurban",0
1,2,0,1,46468,35987,461,360,1,"Urban",1
0,3,0,1,64725,41138,679,360,0,"Urban",0
0,1,0,0,69564,48134,678,300,0,"Urban",1
0,2,0,1,13368,4930,450,240,1,"Rural",0
1,3,1,1,24435,4677,547,60,1,"Rural",0
0,1,0,0,40362,5472,665,120,1,"Rural",1
0,2,1,1,16394,39476,223,360,1,"Urban",1
1,0,1,0,50753,24225,350,300,0,"Semiurban",0
1,2,1,1,57428,13728,152,360,0,"Urban",0
0,0,0,0,46038,46684,570,360,1,"Semiurban",1
0,3,0,1,59138,24214,213,180,1,"Semiurban",1
1,3,1,0,12880,46649,54,60,0,"Rural",0
0,1,0,1,23815,12483,650,240,0,"Semiurban",0
1,1,1,1,53298,31044,227,60,0,"Semiurban",0
0,1,1,0,28440,35297,76,360,0,"Rural",0
0,3,0,0,9514,26831,210,240,1,"Semiurban",1
0,0,0,0,40668,9127,164,300,1,"Rural",1
0,1,0,1,48369,25532,427,360,1,"Urban",1
0,1,1,0,52179,2473,146,60,0,"Semiurban",0
1,3,1,1,51069,33853,185,120,1,"Rural",1
1,0,0,0,73885,40130,437,60,1,"Urban",1
0,2,1,1,69565,4662,213,180,1,"Urban",1
0,1,1,0,37764,36202,464,120,0,"Rural",0
0,2,1,0,53493,40496,185,180,1,"Semiurban",1
1,2,0,1,28824,2665,207,360,0,"Semiurban",0
1,1,0,0,67544,11184,447,60,0,"Semiurban",0
1,3,0,0,51461,25677,415,360,1,"Semiurban",1
1,1,1,0,21471,45942,351,240,0,"Rural",0
1,0,0,1,28256,8475,398,180,0,"Urban",1
1,0,1,1,36142,29752,443,300,1,"Semiurban",1
1,1,1,0,47329,37239,373,120,1,"Rural",1
1,2,1,0,6045,22903,99,60,0,"Rural",1
0,0,0,1,17728,43779,373,300,0,"Semiurban",0
1,0,1,1,32713,17171,563,180,1,"Semiurban",1
1,1,0,0,25659,12660,512,300,1,"Urban",0
1,1,1,1,9352,42658,124,180,0,"Rural",0
1,3,0,0,69941,23289,550,240,0,"Rural",0
0,1,0,0,44747,7988,237,240,0,"Urban",0
1,1,0,1,32623,39974,178,300,0,"Semiurban",0
0,0,0,1,20716,32052,542,300,1,"Semiurban",0
0,0,0,1,15564,27256,146,60,0,"Semiurban",0
0,0,0,1,22531,34901,414,180,0,"Semiurban",0
1,2,0,1,43760,45154,550,240,0,"Urban",1
1,0,0,1,6449,2421,214,60,0,"Rural",0
1,0,1,1,36777,46574,226,300,1,"Semiurban",1
0,1,1,1,10279,3931,678,60,1,"Urban",0
0,3,1,0,47809,6025,322,180,1,"Urban",0
0,0,1,0,8191,41584,376,180,1,"Rural",0
0,3,1,1,8307,39894,448,300,0,"Urban",1
1,0,0,0,7216,26176,612,120,1,"Rural",1
1,0,0,0,69901,47540,460,60,1,"Semiurban",1
1,3,0,0,64743,29357,113,360,0,"Rural",1
0,1,0,0,12127,45305,496,180,0,"Semiurban",0
0,0,0,0,38536,37273,390,240,0,"Semiurban",1
1,3,1,1,3495,23265,278,60,0,"Semiurban",0
1,0,1,1,72128,42369,554,360,0,"Urban",0
0,2,0,1,70768,44827,678,180,1,"Urban",1
